"Remove Parent Category Path for Category URLs","Verwijder het pad van de bovenliggende categorie(en)"
"If enabled removes all parent categories from the URL path, so that /clothing/shoes becomes /shoes.","Wanneer u dit activeert worden alle paden van bovenliggende categorieen niet gebruikt in de URL. Het pad /kleren/schoenen wordt dan /schoenen."

