"Remove Parent Category Path for Category URLs","Entferne Pfad der übergeordneten Kategorie für Kategorie URLs"
"If enabled removes all parent categories from the URL path, so that /clothing/shoes becomes /shoes.","Entfernt, falls aktiviert, alle Pfade der übergeordneten Kategorien von den Kategorie URLs, sodass /textilien/schuhe zu /schuhe wird."

